"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","HASC_2","CCN_2","CCA_2","TYPE_2","ENGTYPE_2","NL_NAME_2","VARNAME_2"
585,240,"UKR","Ukraine",26,"Zaporizhzhya",585,"Kuibyshevs'kyi","UA.ZP.KU",NA,"","Raion","District","","Kuybyshevskyi-Zap"
586,240,"UKR","Ukraine",26,"Zaporizhzhya",586,"Melitopol's'ka","UA.ZP.MM",NA,"","Misto","City","","Melitopol"
587,240,"UKR","Ukraine",26,"Zaporizhzhya",587,"Melitopol's'kyi","UA.ZP.MR",NA,"","Raion","District","","Melitopolskyi"
588,240,"UKR","Ukraine",26,"Zaporizhzhya",588,"Mykhailivs'kyi","UA.ZP.MY",NA,"","Raion","District","","Myhalivskyi-Zap"
589,240,"UKR","Ukraine",26,"Zaporizhzhya",589,"Novomykola‹vs'kyi","UA.ZP.NO",NA,"","Raion","District","","Novomykolaivskyi"
590,240,"UKR","Ukraine",26,"Zaporizhzhya",590,"Orikhivs'kyi","UA.ZP.OR",NA,"","Raion","District","","Orihivskyi"
591,240,"UKR","Ukraine",26,"Zaporizhzhya",591,"Polohivs'kyi","UA.ZP.PO",NA,"","Raion","District","","Polozkyi"
592,240,"UKR","Ukraine",26,"Zaporizhzhya",592,"Pryazovs'kyi","UA.ZP.PZ",NA,"","Raion","District","","Pryazovskyi"
593,240,"UKR","Ukraine",26,"Zaporizhzhya",593,"Prymors'kyi","UA.ZP.PM",NA,"","Raion","District","","Prymorskyi-Zap"
594,240,"UKR","Ukraine",26,"Zaporizhzhya",594,"Rozivs'kyi","UA.ZP.RO",NA,"","Raion","District","","Rozivskyi-Zap"
595,240,"UKR","Ukraine",26,"Zaporizhzhya",595,"Tokmats'ka","UA.ZP.TM",NA,"","Misto","City","",""
596,240,"UKR","Ukraine",26,"Zaporizhzhya",596,"Tokmats'kyi","UA.ZP.TR",NA,"","Raion","District","","Tokmakskyi"
597,240,"UKR","Ukraine",26,"Zaporizhzhya",597,"Vasylivs'kyi","UA.ZP.VA",NA,"","Raion","District","","Vasylivskyi-Zap"
598,240,"UKR","Ukraine",26,"Zaporizhzhya",598,"Velykobilozers'kyi","UA.ZP.VB",NA,"","Raion","District","","Velykobilozerskyi"
599,240,"UKR","Ukraine",26,"Zaporizhzhya",599,"Veselivs'kyi","UA.ZP.VS",NA,"","Raion","District","","Veselivskyi"
600,240,"UKR","Ukraine",26,"Zaporizhzhya",600,"Vil'nians'kyi","UA.ZP.VI",NA,"","Raion","District","","Vilnyanskyi"
601,240,"UKR","Ukraine",26,"Zaporizhzhya",601,"Zaporiz'ka","UA.ZP.ZM",NA,"","Mis'ka Rada","Mis'ka Rada","","Zaporizhia"
602,240,"UKR","Ukraine",26,"Zaporizhzhya",602,"Zaporiz'kyi","UA.ZP.ZR",NA,"","Raion","District","","Zaporizkyi"
603,240,"UKR","Ukraine",27,"Zhytomyr",603,"Andrushivs'kyi","UA.ZT.AN",NA,"","Raion","District","","Andrushivskyi"
604,240,"UKR","Ukraine",27,"Zhytomyr",604,"Baranivs'kyi","UA.ZT.BA",NA,"","Raion","District","","Baranivskyi"
605,240,"UKR","Ukraine",27,"Zhytomyr",605,"Berdychivs'ka","UA.ZT.BM",NA,"","Misto","City","",""
606,240,"UKR","Ukraine",27,"Zhytomyr",606,"Berdychivs'kyi","UA.ZT.BR",NA,"","Raion","District","","Berdychivskyi"
607,240,"UKR","Ukraine",27,"Zhytomyr",607,"Brusylivs'kyi","UA.ZT.BS",NA,"","Raion","District","","Brusylivskyi"
608,240,"UKR","Ukraine",27,"Zhytomyr",608,"Cherniakhivs'kyi","UA.ZT.CK",NA,"","Raion","District","","Chernyahivskyi"
609,240,"UKR","Ukraine",27,"Zhytomyr",609,"Chervonoarmiis'kyi","UA.ZT.CA",NA,"","Raion","District","","Chervonoarmiyskyi"
610,240,"UKR","Ukraine",27,"Zhytomyr",610,"Chudnivs'kyi","UA.ZT.CD",NA,"","Raion","District","","Chudnivskyi"
611,240,"UKR","Ukraine",27,"Zhytomyr",611,"Iemil'chyns'kyi","UA.ZT.IE",NA,"","Raion","District","","Yemilchenskyi"
612,240,"UKR","Ukraine",27,"Zhytomyr",612,"Korostens'ka","UA.ZT.KM",NA,"","Misto","City","",""
613,240,"UKR","Ukraine",27,"Zhytomyr",613,"Korostens'kyi","UA.ZT.KR",NA,"","Raion","District","","Korostenskyi"
614,240,"UKR","Ukraine",27,"Zhytomyr",614,"Korostyshivs'kyi","UA.ZT.KS",NA,"","Raion","Raion","","Korostyshivskyi"
615,240,"UKR","Ukraine",27,"Zhytomyr",615,"Liubars'kyi","UA.ZT.LI",NA,"","Raion","District","","Lyubarskyi"
616,240,"UKR","Ukraine",27,"Zhytomyr",616,"Luhyns'kyi","UA.ZT.LU",NA,"","Raion","District","","Lugynskyi"
617,240,"UKR","Ukraine",27,"Zhytomyr",617,"Malyns'kyi","UA.ZT.MA",NA,"","Raion","District","","Malynskyi"
618,240,"UKR","Ukraine",27,"Zhytomyr",618,"Narodyts'kyi","UA.ZT.NA",NA,"","Raion","District","","Narodytskyi"
619,240,"UKR","Ukraine",27,"Zhytomyr",619,"Novohrad-Volyns'ka","UA.ZT.NM",NA,"","Misto","City","",""
620,240,"UKR","Ukraine",27,"Zhytomyr",620,"Novohrad-Volyns'kyi","UA.ZT.NR",NA,"","Raion","District","","NovogradVolynskyi"
621,240,"UKR","Ukraine",27,"Zhytomyr",621,"Olevs'kyi","UA.ZT.OL",NA,"","Raion","District","","Olevskyi"
622,240,"UKR","Ukraine",27,"Zhytomyr",622,"Ovruts'kyi","UA.ZT.OV",NA,"","Raion","District","","Ovrutskyi"
623,240,"UKR","Ukraine",27,"Zhytomyr",623,"Popil'nians'kyi","UA.ZT.PO",NA,"","Raion","District","","Popilnyanskyi"
624,240,"UKR","Ukraine",27,"Zhytomyr",624,"Radomyshl's'kyi","UA.ZT.RA",NA,"","Raion","District","","Radomyshlskyi"
625,240,"UKR","Ukraine",27,"Zhytomyr",625,"Romanivs'kyi","UA.ZT.RO",NA,"","Raion","District","","Romanivskyi-Zhy"
626,240,"UKR","Ukraine",27,"Zhytomyr",626,"Ruzhyns'kyi","UA.ZT.RU",NA,"","Raion","District","","Ruzhynskyi"
627,240,"UKR","Ukraine",27,"Zhytomyr",627,"Volodars'ko-Volyns'kyi","UA.ZT.VO",NA,"","Raion","District","","VolodarskVolynsky"
628,240,"UKR","Ukraine",27,"Zhytomyr",628,"Zhytomyrs'ka","UA.ZT.ZM",NA,"","Misto","City","","Zhytomyr"
629,240,"UKR","Ukraine",27,"Zhytomyr",629,"Zhytomyrs'kyi","UA.ZT.ZR",NA,"","Raion","District","","Zhytomyrskyi"
